PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY,LATITUDE,LONGITUDE
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2007-01-11,4.885352143248175,7.35,14.898467320261437,45.47061,-61.94279
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-01-11,4.885352143248175,8.1,14.898467320261437,46.79359,-84.39111
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2007-01-12,4.885352143248175,7.41,14.898467320261437,45.89269,-64.9751
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-01-14,4.885352143248175,4.71,14.898467320261437,44.40816,-65.23315
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2007-01-15,4.885352143248175,4.3,14.898467320261437,44.169675,-65.396104
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2007-01-15,4.885352143248175,5.9,14.898467320261437,51.172908,-115.568212
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2007-01-15,1.0,7.24,14.898467320261437,34.68108,-80.63893
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-01-15,4.885352143248175,7.9,8.8,46.039305,-73.114843
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2007-01-15,4.885352143248175,4.52,14.898467320261437,51.94054,-114.63936
NS,NS01ED9111,SHELBURNE RIVER,2007-01-16,4.885352143248175,4.33,14.898467320261437,42.62761,-72.73679
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-01-16,4.885352143248175,6.95,14.898467320261437,46.28987,-66.59298
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-01-16,0.1,7.68,14.898467320261437,-43.39192,170.18177
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2007-01-16,4.885352143248175,8.27,14.898467320261437,47.8012,-103.21318
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-01-16,4.885352143248175,7.46,14.898467320261437,50.76961,-103.79031
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-01-17,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-01-17,0.1,7.943703,14.898467320261437,60.876,-135.43545
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2007-01-17,4.885352143248175,7.36,14.898467320261437,53.27956,-103.58755
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-01-17,4.885352143248175,7.08,14.898467320261437,53.27956,-103.58755
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-01-22,4.885352143248175,7.82,6.5,46.311578,-72.546012
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-01-22,4.885352143248175,4.88,14.898467320261437,44.40816,-65.23315
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-01-24,4.885352143248175,8.27,14.898467320261437,51.088425,-115.350551
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-01-24,4.885352143248175,7.99,14.898467320261437,51.33497,-116.04974
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2007-01-24,4.885352143248175,7.61,14.898467320261437,49.18562,-122.75014
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-01-24,4.885352143248175,7.31,14.898467320261437,45.56887,-65.75331
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-01-24,4.885352143248175,7.83,14.898467320261437,53.83474,-107.03254
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2007-01-24,4.885352143248175,8.56,14.898467320261437,59.51412,-126.36461
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2007-01-25,4.885352143248175,5.67,14.898467320261437,44.32068,-79.88702
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-01-29,4.885352143248175,4.72,14.898467320261437,44.40816,-65.23315
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2007-02-04,0.1,7.66,14.898467320261437,34.68108,-80.63893
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-02-05,0.1,6.87,14.898467320261437,36.06495,-115.30544
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2007-02-05,0.1,7.23,14.898467320261437,60.05176,-128.90848
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-02-06,0.7,7.68,14.898467320261437,-43.39192,170.18177
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-02-06,4.885352143248175,7.95,14.898467320261437,52.10582,-101.2661
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-02-06,4.885352143248175,7.561227656100738,14.898467320261437,45.68226,-76.62248
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-02-06,4.885352143248175,4.71,14.898467320261437,44.40816,-65.23315
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2007-02-06,4.885352143248175,7.91,14.898467320261437,49.71756,-97.12636
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2007-02-07,4.885352143248175,7.86,14.898467320261437,50.29433,-95.54489
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-02-07,4.885352143248175,8.1,14.898467320261437,46.14017,-77.55365
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-02-07,4.885352143248175,8.58,14.898467320261437,49.76807,-94.39234
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2007-02-08,4.885352143248175,8.24,14.898467320261437,44.62234,-84.92329
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-02-08,4.885352143248175,7.42,14.898467320261437,44.01496,-66.14925
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-02-08,4.885352143248175,8.18,14.898467320261437,46.79359,-84.39111
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-02-11,1.5,7.8,14.898467320261437,45.36769,-63.23062
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-02-12,4.885352143248175,7.87,4.7,46.039305,-73.114843
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-02-12,4.885352143248175,4.76,14.898467320261437,44.40816,-65.23315
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-02-14,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-02-14,0.1,6.69,14.898467320261437,60.876,-135.43545
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-02-14,0.1,7.77,14.898467320261437,49.10269,-116.55424
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-02-19,4.885352143248175,7.9,5.4,46.311578,-72.546012
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-02-20,4.885352143248175,7.28,14.898467320261437,46.28987,-66.59298
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-02-20,4.885352143248175,7.83,14.898467320261437,46.37318,-62.27866
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-02-20,4.885352143248175,7.5,14.898467320261437,50.76961,-103.79031
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-02-20,4.885352143248175,4.74,14.898467320261437,44.40816,-65.23315
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2007-02-21,4.885352143248175,7.45,14.898467320261437,53.27956,-103.58755
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2007-02-21,4.885352143248175,7.39,14.898467320261437,46.14017,-77.55365
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-02-21,4.885352143248175,7.11,14.898467320261437,53.27956,-103.58755
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2007-02-21,4.885352143248175,7.25,14.898467320261437,61.74267,-121.21967
SK,SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,2007-02-22,4.885352143248175,7.1,14.898467320261437,55.91835,-107.7192
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-02-27,4.885352143248175,4.77,14.898467320261437,44.40816,-65.23315
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2007-02-27,4.885352143248175,7.47,14.898467320261437,45.89269,-64.9751
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2007-02-27,4.885352143248175,8.1,14.898467320261437,57.18231,-111.6332
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-02-27,4.885352143248175,8.17,14.898467320261437,53.83474,-107.03254
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2007-02-27,4.885352143248175,7.96,14.898467320261437,54.72917,-113.2792
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2007-02-27,4.885352143248175,7.02,14.898467320261437,44.84347,-63.79918
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-02-28,4.885352143248175,8.41,14.898467320261437,51.088425,-115.350551
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-02-28,4.885352143248175,8.24,14.898467320261437,51.33497,-116.04974
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-03-04,4.885352143248175,4.79,14.898467320261437,44.40816,-65.23315
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-03-05,3.0,7.68,14.898467320261437,-43.39192,170.18177
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-03-06,4.0,7.69,14.898467320261437,49.10269,-116.55424
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2007-03-07,4.885352143248175,7.57,14.898467320261437,49.71756,-97.12636
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-03-07,4.885352143248175,7.51,14.898467320261437,52.10582,-101.2661
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2007-03-08,4.885352143248175,7.63,14.898467320261437,50.29433,-95.54489
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-03-11,1.5,7.8,14.898467320261437,45.36769,-63.23062
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-03-12,4.885352143248175,7.91,14.898467320261437,50.76961,-103.79031
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-03-12,4.885352143248175,7.82,2.2,46.039305,-73.114843
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-03-12,4.885352143248175,7.54,14.898467320261437,46.28987,-66.59298
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-03-12,4.885352143248175,4.78,14.898467320261437,44.40816,-65.23315
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2007-03-13,4.885352143248175,7.81,14.898467320261437,53.27956,-103.58755
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2007-03-13,4.885352143248175,7.75,14.898467320261437,46.14017,-77.55365
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-03-13,4.885352143248175,7.38,14.898467320261437,53.27956,-103.58755
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2007-03-13,4.885352143248175,4.63,14.898467320261437,51.94054,-114.63936
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2007-03-13,4.885352143248175,6.78,14.898467320261437,51.172908,-115.568212
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2007-03-13,4.885352143248175,4.35,14.898467320261437,44.169675,-65.396104
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-03-14,4.885352143248175,8.71,14.898467320261437,49.76807,-94.39234
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-03-14,0.1,7.943703,14.898467320261437,60.876,-135.43545
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-03-14,4.885352143248175,8.18,14.898467320261437,46.14017,-77.55365
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-03-14,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-03-15,4.885352143248175,7.3,14.898467320261437,46.79359,-84.39111
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-03-15,4.885352143248175,7.5,14.898467320261437,44.01496,-66.14925
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2007-03-16,4.885352143248175,7.27,14.898467320261437,47.8012,-103.21318
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-03-18,4.885352143248175,4.74,14.898467320261437,44.40816,-65.23315
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-03-19,4.885352143248175,7.79,24.1,46.311578,-72.546012
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-03-20,4.885352143248175,8.3,14.898467320261437,51.088425,-115.350551
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2007-03-20,4.885352143248175,7.18,14.898467320261437,45.47061,-61.94279
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-03-21,4.885352143248175,7.0,14.898467320261437,45.56887,-65.75331
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2007-03-21,4.885352143248175,6.77,14.898467320261437,46.64451,-60.94759
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2007-03-21,4.885352143248175,7.22,14.898467320261437,51.94054,-114.63936
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-03-21,4.885352143248175,8.25,14.898467320261437,51.33497,-116.04974
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2007-03-21,4.885352143248175,7.51,14.898467320261437,49.18562,-122.75014
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-03-21,4.885352143248175,8.24,14.898467320261437,53.83474,-107.03254
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2007-03-22,4.885352143248175,6.15,14.898467320261437,44.63992,-73.11345
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-03-23,0.1,7.23,14.898467320261437,36.06495,-115.30544
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-03-26,0.1,7.23,14.898467320261437,36.06495,-115.30544
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-03-27,0.2,7.2,14.898467320261437,60.876,-135.43545
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-03-27,4.885352143248175,4.73,14.898467320261437,44.40816,-65.23315
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2007-03-27,4.885352143248175,8.27,14.898467320261437,65.27071,-126.76571
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-04-02,1.0,6.9,14.898467320261437,-43.39192,170.18177
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-02,4.885352143248175,4.73,14.898467320261437,44.40816,-65.23315
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-04-04,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
NS,NS01ED9111,SHELBURNE RIVER,2007-04-04,4.885352143248175,4.34,14.898467320261437,42.62761,-72.73679
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2007-04-05,4.885352143248175,6.14,14.898467320261437,44.32068,-79.88702
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-04-10,2.0,7.6,14.898467320261437,45.36769,-63.23062
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-04-10,4.885352143248175,8.33,14.898467320261437,50.76961,-103.79031
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-10,4.885352143248175,4.86,14.898467320261437,44.40816,-65.23315
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2007-04-10,0.1,7.99,14.898467320261437,34.68108,-80.63893
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-04-10,4.885352143248175,7.83,17.7,46.039305,-73.114843
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-04-11,4.885352143248175,7.561227656100738,14.898467320261437,45.68226,-76.62248
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-04-11,4.885352143248175,8.2,14.898467320261437,52.10582,-101.2661
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-04-12,4.885352143248175,8.83,14.898467320261437,46.37318,-62.27866
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-04-16,4.885352143248175,7.9,271.0,46.311578,-72.546012
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-16,4.885352143248175,4.9,14.898467320261437,44.40816,-65.23315
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2007-04-16,4.885352143248175,7.26,14.898467320261437,60.81046,-115.78815
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-04-18,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-04-18,5.5,8.12,14.898467320261437,49.10269,-116.55424
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-04-18,4.885352143248175,8.1,14.898467320261437,46.14017,-77.55365
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-04-18,4.885352143248175,8.51,14.898467320261437,49.76807,-94.39234
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-04-19,4.885352143248175,8.0,14.898467320261437,46.79359,-84.39111
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-04-19,4.885352143248175,7.8,14.898467320261437,44.01496,-66.14925
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2007-04-23,1.0,7.93,14.898467320261437,60.05176,-128.90848
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2007-04-23,4.885352143248175,7.23,14.898467320261437,45.47061,-61.94279
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-24,4.885352143248175,4.78,14.898467320261437,44.40816,-65.23315
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2007-04-24,4.885352143248175,6.95,14.898467320261437,51.94054,-114.63936
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-04-24,4.885352143248175,7.69,14.898467320261437,46.28987,-66.59298
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-04-24,4.885352143248175,7.561227656100738,14.898467320261437,45.68226,-76.62248
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2007-04-24,4.885352143248175,7.94,14.898467320261437,46.14017,-77.55365
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2007-04-24,4.885352143248175,6.0,14.898467320261437,46.64451,-60.94759
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-04-25,4.885352143248175,7.91,14.898467320261437,53.83474,-107.03254
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-04-25,1.2,7.6,14.898467320261437,60.876,-135.43545
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-04-25,4.885352143248175,8.16,14.898467320261437,51.33497,-116.04974
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-04-25,4.885352143248175,8.38,14.898467320261437,51.088425,-115.350551
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-04-25,4.885352143248175,7.89,14.898467320261437,53.27956,-103.58755
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2007-04-27,4.885352143248175,6.41,14.898467320261437,44.63992,-73.11345
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2007-04-27,4.885352143248175,7.31,14.898467320261437,45.89269,-64.9751
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2007-04-27,4.885352143248175,6.69,14.898467320261437,44.84347,-63.79918
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-30,4.885352143248175,4.85,14.898467320261437,44.40816,-65.23315
NS,NS01ED9111,SHELBURNE RIVER,2007-05-01,4.885352143248175,4.4,14.898467320261437,42.62761,-72.73679
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2007-05-02,4.885352143248175,8.41,14.898467320261437,61.74267,-121.21967
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-05-02,5.0,8.25,14.898467320261437,49.10269,-116.55424
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-05-02,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2007-05-02,4.885352143248175,4.35,14.898467320261437,44.169675,-65.396104
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2007-05-02,4.885352143248175,4.58,14.898467320261437,51.94054,-114.63936
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2007-05-02,4.885352143248175,6.15,14.898467320261437,51.172908,-115.568212
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2007-05-03,4.885352143248175,7.25,14.898467320261437,60.81046,-115.78815
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2007-05-07,4.885352143248175,7.66,14.898467320261437,49.18562,-122.75014
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-05-07,4.885352143248175,7.17,14.898467320261437,45.56887,-65.75331
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-05-07,4.885352143248175,4.91,14.898467320261437,44.40816,-65.23315
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-05-07,3.0,7.7,14.898467320261437,45.36769,-63.23062
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2007-05-07,4.885352143248175,8.32,14.898467320261437,44.57449,-64.16077
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-05-08,2.0,7.08,14.898467320261437,36.06495,-115.30544
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2007-05-08,4.885352143248175,8.101818,14.898467320261437,49.71756,-97.12636
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-05-08,4.885352143248175,7.96,14.898467320261437,50.76961,-103.79031
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-05-08,4.885352143248175,8.21,14.898467320261437,52.10582,-101.2661
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-05-08,4.885352143248175,7.94,14.898467320261437,46.28987,-66.59298
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2007-05-08,4.885352143248175,6.01,14.898467320261437,44.32068,-79.88702
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-05-08,4.885352143248175,7.561227656100738,14.898467320261437,45.68226,-76.62248
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2007-05-09,4.885352143248175,7.75,14.898467320261437,50.29433,-95.54489
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-05-09,4.885352143248175,8.62,14.898467320261437,46.37318,-62.27866
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-05-14,4.885352143248175,7.66,11.3,46.039305,-73.114843
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-05-14,4.885352143248175,8.32,14.898467320261437,51.088425,-115.350551
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-05-14,4.885352143248175,4.9,14.898467320261437,44.40816,-65.23315
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-05-15,4.885352143248175,8.01,14.898467320261437,51.33497,-116.04974
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2007-05-15,4.885352143248175,8.16,14.898467320261437,57.18231,-111.6332
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-05-15,4.885352143248175,8.19,14.898467320261437,53.83474,-107.03254
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2007-05-15,4.885352143248175,8.2,14.898467320261437,54.72917,-113.2792
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-05-16,4.885352143248175,7.561227656100738,14.898467320261437,46.78944,-71.19476
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-05-16,5.9,7.943703,14.898467320261437,60.876,-135.43545
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-05-22,9.0,6.98,14.898467320261437,-43.39192,170.18177
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-05-22,4.885352143248175,7.91,14.898467320261437,53.27956,-103.58755
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-05-22,4.885352143248175,8.01,18.7,46.311578,-72.546012
