PROV_TERR,SITE_NO,SITE_NAME_NOM,DATE,TEMPERATURE (WATER),PH,TURBIDITY
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-03-14,4.885352143248175,8.71,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-03-14,0.1,7.943703,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-03-14,4.885352143248175,8.18,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-03-14,4.885352143248175,7.561227656100738,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-03-15,4.885352143248175,7.3,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-03-15,4.885352143248175,7.5,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2007-03-16,4.885352143248175,7.27,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-03-18,4.885352143248175,4.74,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-03-19,4.885352143248175,7.79,24.1
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-03-20,4.885352143248175,8.3,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2007-03-20,4.885352143248175,7.18,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-03-21,4.885352143248175,7.0,14.898467320261437
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2007-03-21,4.885352143248175,6.77,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2007-03-21,4.885352143248175,7.22,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-03-21,4.885352143248175,8.25,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2007-03-21,4.885352143248175,7.51,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-03-21,4.885352143248175,8.24,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2007-03-22,4.885352143248175,6.15,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-03-23,0.1,7.23,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-03-26,0.1,7.23,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-03-27,0.2,7.2,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-03-27,4.885352143248175,4.73,14.898467320261437
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2007-03-27,4.885352143248175,8.27,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-04-02,1.0,6.9,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-02,4.885352143248175,4.73,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-04-04,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01ED9111,SHELBURNE RIVER,2007-04-04,4.885352143248175,4.34,14.898467320261437
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2007-04-05,4.885352143248175,6.14,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-04-10,2.0,7.6,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-04-10,4.885352143248175,8.33,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-10,4.885352143248175,4.86,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2007-04-10,0.1,7.99,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-04-10,4.885352143248175,7.83,17.7
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-04-11,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-04-11,4.885352143248175,8.2,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-04-12,4.885352143248175,8.83,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-04-16,4.885352143248175,7.9,271.0
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-16,4.885352143248175,4.9,14.898467320261437
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2007-04-16,4.885352143248175,7.26,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-04-18,4.885352143248175,7.561227656100738,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-04-18,5.5,8.12,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-04-18,4.885352143248175,8.1,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-04-18,4.885352143248175,8.51,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-04-19,4.885352143248175,8.0,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-04-19,4.885352143248175,7.8,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2007-04-23,1.0,7.93,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2007-04-23,4.885352143248175,7.23,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-24,4.885352143248175,4.78,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2007-04-24,4.885352143248175,6.95,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-04-24,4.885352143248175,7.69,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-04-24,4.885352143248175,7.561227656100738,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2007-04-24,4.885352143248175,7.94,14.898467320261437
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2007-04-24,4.885352143248175,6.0,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-04-25,4.885352143248175,7.91,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-04-25,1.2,7.6,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-04-25,4.885352143248175,8.16,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-04-25,4.885352143248175,8.38,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-04-25,4.885352143248175,7.89,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2007-04-27,4.885352143248175,6.41,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2007-04-27,4.885352143248175,7.31,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2007-04-27,4.885352143248175,6.69,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-04-30,4.885352143248175,4.85,14.898467320261437
NS,NS01ED9111,SHELBURNE RIVER,2007-05-01,4.885352143248175,4.4,14.898467320261437
NT,NW10ED0001,LIARD RIVER AT FORT LIARD,2007-05-02,4.885352143248175,8.41,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-05-02,5.0,8.25,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-05-02,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2007-05-02,4.885352143248175,4.35,14.898467320261437
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2007-05-02,4.885352143248175,4.58,14.898467320261437
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2007-05-02,4.885352143248175,6.15,14.898467320261437
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2007-05-03,4.885352143248175,7.25,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2007-05-07,4.885352143248175,7.66,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-05-07,4.885352143248175,7.17,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-05-07,4.885352143248175,4.91,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-05-07,3.0,7.7,14.898467320261437
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2007-05-07,4.885352143248175,8.32,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-05-08,2.0,7.08,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2007-05-08,4.885352143248175,8.101818,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-05-08,4.885352143248175,7.96,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-05-08,4.885352143248175,8.21,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-05-08,4.885352143248175,7.94,14.898467320261437
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2007-05-08,4.885352143248175,6.01,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-05-08,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2007-05-09,4.885352143248175,7.75,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-05-09,4.885352143248175,8.62,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-05-14,4.885352143248175,7.66,11.3
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-05-14,4.885352143248175,8.32,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-05-14,4.885352143248175,4.9,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-05-15,4.885352143248175,8.01,14.898467320261437
AB,AL07AA0015,ATHABASCA RIVER ABOVE ATHABSCA FALLS,2007-05-15,4.885352143248175,8.16,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-05-15,4.885352143248175,8.19,14.898467320261437
AB,AL07AA0023,ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER,2007-05-15,4.885352143248175,8.2,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-05-16,4.885352143248175,7.561227656100738,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-05-16,5.9,7.943703,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-05-22,9.0,6.98,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-05-22,4.885352143248175,7.91,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-05-22,4.885352143248175,8.01,18.7
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-05-22,6.0,7.31,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2007-05-23,4.885352143248175,8.14,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-05-23,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-05-23,4.885352143248175,5.01,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-05-23,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-05-23,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-05-23,4.885352143248175,7.561227656100738,14.898467320261437
SK,SA06EA0003,CHURCHILL RIVER BELOW WASAWAKASIK,2007-05-23,4.885352143248175,7.88,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-05-28,4.885352143248175,4.92,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2007-05-28,9.0,7.22,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-05-30,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2007-05-30,4.885352143248175,6.73,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-05-30,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-05-30,4.885352143248175,7.561227656100738,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-05-30,4.885352143248175,8.22,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2007-05-30,7.0,8.08,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-05-30,4.885352143248175,8.14,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-05-30,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2007-05-30,4.885352143248175,7.56,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-05-31,4.885352143248175,8.35,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-05-31,4.885352143248175,7.99,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2007-05-31,4.885352143248175,7.49,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-05-31,4.885352143248175,7.52,14.898467320261437
SK,SA06AF0001,COLD RIVER AT OUTLET OF COLD LAKE,2007-05-31,4.885352143248175,8.25,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-06-03,6.0,7.4,14.898467320261437
NS,NS01DR0001,SOUTH RIVER AT ST. ANDREWS,2007-06-04,4.885352143248175,7.54,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-06-04,4.885352143248175,4.98,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-06-05,4.885352143248175,8.09,14.898467320261437
YT,YT09EA0001,KLONDIKE RIVER UPSTREAM OF BONANZA CREEK,2007-06-05,9.0,7.89,14.898467320261437
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2007-06-05,4.885352143248175,8.07,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-06-05,8.0,8.17,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-06-05,4.885352143248175,8.37,14.898467320261437
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2007-06-05,4.885352143248175,7.78,14.898467320261437
NS,NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK (WSC GAUGE),2007-06-05,4.885352143248175,6.91,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-06-05,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2007-06-05,4.885352143248175,7.88,14.898467320261437
NS,NS01FB0001,NORTHEAST MARGAREE RIVER AT BRIDGE (WSC GAUGE),2007-06-05,4.885352143248175,7.35,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-06-06,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-06-06,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2007-06-06,4.885352143248175,7.34,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-06-06,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-06-11,4.885352143248175,5.02,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-06-11,4.0,7.82,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-06-11,4.885352143248175,8.05,11.8
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-06-12,4.885352143248175,8.24,14.898467320261437
AB,AL05BE0013,BOW RIVER ABOUT 4.5 KM ABOVE CANMORE,2007-06-12,4.885352143248175,8.18,14.898467320261437
YT,YT09AB0008,YUKON RIVER UPSTREAM OF TAKHINI RIVER,2007-06-12,13.5,8.1,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2007-06-13,8.0,8.14,14.898467320261437
AB,AL05DA0001,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,2007-06-13,4.885352143248175,8.38,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-06-13,4.885352143248175,8.1,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-06-13,4.885352143248175,7.561227656100738,14.898467320261437
AB,AL05BA0011,BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE,2007-06-13,4.885352143248175,8.3,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-06-13,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-06-13,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-06-13,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01DL0009,"KELLEY RIVER AT NINE MILE FORD, GAME SANCTUARY",2007-06-14,4.885352143248175,6.71,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-06-14,4.885352143248175,8.06,14.898467320261437
SK,SA05KH0002,"CARROT RIVER NEAR TURNBERRY,",2007-06-16,4.885352143248175,7.4,14.898467320261437
SK,SA05MD0002,ASSINIBOINE RIVER AT HWY 8 BRIDGE,2007-06-18,4.885352143248175,7.54,14.898467320261437
SK,SA05LC0001,"RED DEER RIVER AT ERWOOD,",2007-06-18,4.885352143248175,7.8,14.898467320261437
QC,QU02OD9009,"ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S FILTRATION PLANT",2007-06-18,4.885352143248175,8.2,9.4
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-06-19,4.885352143248175,5.07,14.898467320261437
NT,NW10FB0006,MACKENZIE RIVER AT STRONG POINT,2007-06-19,4.885352143248175,6.64,14.898467320261437
NT,NW10ED0002,LIARD RIVER NEAR THE MOUTH,2007-06-19,4.885352143248175,7.0,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-06-19,4.885352143248175,8.1,14.898467320261437
MB,MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,2007-06-19,4.885352143248175,8.17,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-06-20,4.885352143248175,7.561227656100738,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-06-20,4.885352143248175,8.33,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-06-20,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-06-20,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-06-25,4.885352143248175,5.07,14.898467320261437
NT,NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,2007-06-25,4.885352143248175,7.85,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-06-26,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01DC0001,ANNAPOLIS R. @ BRIDGE 650M SOUTH HWY 1 (WSC GAUGE),2007-06-26,4.885352143248175,7.46,14.898467320261437
NT,NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,2007-06-26,4.885352143248175,8.02,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-06-26,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-06-26,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01ED9111,SHELBURNE RIVER,2007-06-27,4.885352143248175,4.56,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-06-27,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01ED9111,SHELBURNE RIVER,2007-06-28,4.885352143248175,4.56,14.898467320261437
NS,NS01EF0002,LAHAVE RIVER @ WEST NORTHFIELD BRIDGE (WSC GAUGE),2007-06-28,4.885352143248175,6.55,14.898467320261437
NS,NS01EC0005,"ROSEWAY RIVER (WSC GAUGE), LOWER OHIO",2007-06-28,4.885352143248175,4.51,14.898467320261437
NS,NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,2007-06-28,4.885352143248175,4.98,14.898467320261437
NS,NS01EJ0157,LITTLE SACKVILLE RIVER,2007-06-29,4.885352143248175,7.74,14.898467320261437
NS,NS01EJ0001,"SACKVILLE RIVER AT HWY 1 BRIDGE, BEDFORD",2007-06-29,4.885352143248175,7.05,14.898467320261437
BC,AK08DC0001,"SALMON RIVER AT HYDER, ALASKA",2007-07-02,6.0,7.6,14.898467320261437
BC,BC08NF0001,KOOTENAY RIVER AT KOOTENAY CROSSING,2007-07-03,12.0,8.31,14.898467320261437
NT,NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,2007-07-03,4.885352143248175,8.1,14.898467320261437
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-07-04,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02LB9001,DES OUTAOUAIS À CARILLON,2007-07-04,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OC0001,"RED RIVER AT EMERSON, MANITOBA",2007-07-04,4.885352143248175,8.101818,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-07-04,4.885352143248175,5.07,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-07-04,4.885352143248175,7.561227656100738,14.898467320261437
NS,NS01EO0001,"ST. MARY'S RIVER AT HWY 7 BRIDGE,STILLWATER",2007-07-04,4.885352143248175,6.78,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-07-04,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05PF0022,"WINNIPEG RIVER AT POINTE DU BOIS,",2007-07-05,4.885352143248175,7.48,14.898467320261437
NS,NS01DD0016,CORNWALLIS RIVER AT BRIDGE 850 M NORTH OF HWY 1,2007-07-05,4.885352143248175,8.11,14.898467320261437
NT,NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,2007-07-05,4.885352143248175,7.6,14.898467320261437
AB,AL05CK0001,"RED DEER RIVER NEAR BINDLOSS, ALBERTA",2007-07-09,4.885352143248175,8.38,14.898467320261437
AB,AL05AK0001,"SOUTH SASKATCHEWAN RIVER AT HWY 41,",2007-07-09,4.885352143248175,8.5,14.898467320261437
YT,YT10AA0001,LIARD RIVER AT UPPER CROSSING,2007-07-09,12.0,8.08,14.898467320261437
NS,NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,2007-07-09,4.885352143248175,5.15,14.898467320261437
BC,BC08ND0003,ILLECILLEWAET RIVER AT GLACIER NATIONAL PARK ENTRANCE,2007-07-09,8.5,7.65,14.898467320261437
QC,QU02OJ0052,"RICHELIEU RIVER, WATER INTAKE OF SOREL'S FILTRATION PLANT",2007-07-09,4.885352143248175,8.01,9.5
QC,QU02OD3004,NICOLET RIVER AT NICOLET,2007-07-11,4.885352143248175,7.561227656100738,14.898467320261437
MB,MA05OB0001,"PEMBINA RIVER AT WINDYGATES, MANITOBA",2007-07-11,4.885352143248175,7.29,14.898467320261437
QC,QU02OF3004,SAINT-FRANÇOIS RIVER AT PIERREVILLE,2007-07-11,4.885352143248175,7.561227656100738,14.898467320261437
QC,QU02OG3007,"YAMASKA RIVER, HIGHWAY 132 BRIDGE",2007-07-11,4.885352143248175,7.561227656100738,14.898467320261437
MB,US05NF0001,SOURIS RIVER NEAR WESTHOPE,2007-07-11,4.885352143248175,8.88,14.898467320261437
QC,QU02PH9024,SAINT-LAURENT À LÉVIS,2007-07-11,4.885352143248175,7.561227656100738,14.898467320261437
AB,AL06AD0001,"BEAVER RIVER AT BEAVER CROSSING,",2007-07-12,4.885352143248175,8.14,14.898467320261437
AB,AL05EF0003,NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE,2007-07-12,4.885352143248175,8.43,14.898467320261437
SK,SA05JM0014,QU'APPELLE RIVER APPROX. 3.2KM. SOUTH,2007-07-12,4.885352143248175,8.09,14.898467320261437
YT,YT09DD0008,SOUTH MCQUESTEN RIVER DOWNSTREAM OF FLAT CREEK,2007-07-16,14.0,8.15,14.898467320261437
